2025_07_29_07_12_06_R_002.csv,ブーム:,R,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
3308,8,19,27,913,15.589,1.415,13.9,6.4,4.6,0,6,65.1,8376,-34531.281,33246.686,48.806,3873.464,3.822,0.312,226.3057,90.9039,-178.5674,-0.9039,,1,1,3866,,,,,,
3309,8,19,28,113,15.593,1.308,13.9,6.4,4.3,0,6,64.9,8376,-34531.281,33246.686,48.806,3873.464,3.822,0.312,226.3057,90.9039,-178.5674,-0.9039,,1,1,3866,,,,,,
3310,8,19,28,313,15.597,1.399,13.8,7.6,3.8,0,6,53.4,8376,-34531.281,33246.686,48.806,3873.464,3.822,0.312,226.3057,90.9039,-178.5674,-0.9039,,1,1,3866,,,,,,
3311,8,19,28,513,15.601,1.186,13.8,6.5,4.6,0,6,77,8376,-34531.281,33246.686,48.806,3873.464,3.822,0.312,226.3057,90.9039,-178.5674,-0.9039,,1,1,3866,,,,,,
3312,8,19,28,714,15.607,1.384,13.9,6.6,4.1,0,6,59.2,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3313,8,19,28,913,15.61,1.338,13.8,7.7,3.8,0,6,55.1,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3314,8,19,29,113,15.615,1.354,13.9,7.1,4.2,0,6,62,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3315,8,19,29,313,15.619,1.278,13.9,6.8,3.9,0,6,60.3,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3316,8,19,29,513,15.624,1.338,13.8,7.5,3.9,0,6,57.8,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3317,8,19,29,713,15.629,1.399,13.9,6.7,4.5,0,6,64.4,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3318,8,19,29,913,15.634,1.399,13.9,6.9,3.8,0,6,54.5,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3319,8,19,30,113,15.637,1.278,13.8,7.2,4.2,0,6,63.4,8376,-34531.298,33246.658,48.771,3873.496,3.814,0.277,226.3552,91.2953,-178.5178,-1.2953,,1,1,3866,,,,,,
3320,8,19,30,313,15.643,1.43,13.9,7,4.2,0,6,58.5,8376,-34531.324,33246.643,48.752,3873.525,3.822,0.258,226.2472,91.4466,-178.6259,-1.4466,,1,1,3866,,,,,,
3321,8,19,30,513,15.647,1.399,13.9,6.6,3.9,0,6,55.5,8376,-34531.324,33246.643,48.752,3873.525,3.822,0.258,226.2472,91.4466,-178.6259,-1.4466,,1,1,3866,,,,,,
3322,8,19,30,713,15.652,1.415,13.8,7.4,4.1,0,6,57.1,8376,-34531.324,33246.643,48.752,3873.525,3.822,0.258,226.2472,91.4466,-178.6259,-1.4466,,1,1,3866,,,,,,
3323,8,19,30,913,15.655,1.278,13.9,6.9,4,0,6,62.8,8376,-34531.324,33246.643,48.752,3873.525,3.822,0.258,226.2472,91.4466,-178.6259,-1.4466,,1,1,3866,,,,,,
3324,8,19,31,113,15.659,1.156,13.8,8.1,3.5,0,6,59.4,8376,-34531.338,33246.616,48.754,3873.554,3.813,0.261,226.3648,91.3639,-178.5082,-1.3639,,1,1,3866,,,,,,
3325,8,19,31,313,15.663,1.156,13.8,6.9,4.4,0,6,75.3,8376,-34531.338,33246.616,48.754,3873.554,3.813,0.261,226.3648,91.3639,-178.5082,-1.3639,,1,1,3866,,,,,,
3326,8,19,31,513,15.669,1.445,13.9,7.8,3.6,0,6,50,8376,-34531.338,33246.616,48.754,3873.554,3.813,0.261,226.3648,91.3639,-178.5082,-1.3639,,1,1,3866,,,,,,
3327,8,19,31,713,15.674,1.506,13.8,6.8,4.4,0,6,57.6,8376,-34531.338,33246.616,48.754,3873.554,3.813,0.261,226.3648,91.3639,-178.5082,-1.3639,,1,1,3866,,,,,,
3328,8,19,31,913,15.679,1.491,13.9,6.3,4.4,0,6,58.7,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3329,8,19,32,113,15.684,1.597,13.8,8.1,3.7,0,6,45,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3330,8,19,32,313,15.69,1.551,13.9,6.1,4.6,0,6,58.7,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3331,8,19,32,513,15.695,1.567,13.9,7.1,3.8,0,6,48.8,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3332,8,19,32,713,15.7,1.612,13.8,6.8,4.5,0,6,54.7,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3333,8,19,32,913,15.706,1.551,13.9,6.3,4.2,0,6,54.6,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3334,8,19,33,114,15.71,1.551,13.8,7.7,3.8,0,6,47.9,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3335,8,19,33,313,15.715,1.506,13.8,6.7,4.4,0,6,57.6,8376,-34531.359,33246.596,48.756,3873.583,3.813,0.262,226.3362,91.3796,-178.5368,-1.3796,,1,1,3866,,,,,,
3336,8,19,33,513,15.72,1.369,13.9,6.7,4.1,0,6,58.8,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3337,8,19,33,713,15.724,1.384,13.8,7.5,4,0,6,55.7,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3338,8,19,33,913,15.729,1.384,13.8,6.6,4.4,0,6,62.6,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3339,8,19,34,113,15.733,1.293,13.8,7,3.9,0,6,59.8,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3340,8,19,34,313,15.737,1.293,13.7,7.4,3.9,0,6,59.3,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3341,8,19,34,513,15.742,1.293,13.9,6.2,4.6,0,6,71.1,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3342,8,19,34,713,15.747,1.43,13.8,7.1,3.8,0,6,52.3,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3343,8,19,34,913,15.751,1.445,13.7,7,4.4,0,6,59.6,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3344,8,19,35,113,15.756,1.46,13.9,6.9,4,0,6,54.7,8376,-34531.389,33246.573,48.744,3873.62,3.818,0.25,226.2649,91.4495,-178.6081,-1.4495,,1,1,3866,,,,,,
3345,8,19,35,313,15.761,1.415,13.8,7.8,3.7,0,6,51.5,8376,-34531.412,33246.555,48.743,3873.65,3.822,0.249,226.2233,91.5252,-178.6497,-1.5252,,1,1,3866,,,,,,
3346,8,19,35,514,15.766,1.384,13.9,6.1,4.7,0,6,67.2,8376,-34531.412,33246.555,48.743,3873.65,3.822,0.249,226.2233,91.5252,-178.6497,-1.5252,,1,1,3866,,,,,,
3347,8,19,35,714,15.771,1.536,13.9,7.3,3.8,0,6,49.3,8376,-34531.412,33246.555,48.743,3873.65,3.822,0.249,226.2233,91.5252,-178.6497,-1.5252,,1,1,3866,,,,,,
3348,8,19,35,913,15.776,1.521,13.8,6.6,4.5,0,6,57.4,8376,-34531.412,33246.555,48.743,3873.65,3.822,0.249,226.2233,91.5252,-178.6497,-1.5252,,1,1,3866,,,,,,
3349,8,19,36,113,15.781,1.521,14.1,6.2,4.4,0,6,58.4,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3350,8,19,36,313,15.788,1.78,14,6.6,4.2,0,6,47.4,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3351,8,19,36,514,15.792,1.582,14,6.8,3.9,0,6,50.2,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3352,8,19,36,713,15.798,1.688,13.5,6.5,4.6,0,6,51.8,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3353,8,19,36,913,15.804,1.627,13.8,6.4,4.4,0,6,52.6,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3354,8,19,37,113,15.808,1.506,13.8,7.1,3.9,0,6,51.3,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3355,8,19,37,314,15.812,1.323,13.7,6.8,4.4,0,6,64,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3356,8,19,37,513,15.817,1.308,13.9,6.3,4.5,0,6,68.1,8376,-34531.423,33246.523,48.757,3873.679,3.807,0.263,226.3973,91.2729,-178.4757,-1.2729,,1,1,3866,,,,,,
3357,8,19,37,713,15.822,1.415,13.8,7.5,3.8,0,6,52.6,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3358,8,19,37,913,15.826,1.399,13.8,6.8,4.5,0,6,62.9,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3359,8,19,38,113,15.831,1.384,13.9,6.7,3.9,0,6,56.5,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3360,8,19,38,313,15.836,1.491,13.7,6.7,4.4,0,6,56.9,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3361,8,19,38,513,15.841,1.491,13.9,6.2,4.5,0,6,59.9,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3362,8,19,38,713,15.846,1.506,13.8,7.1,3.8,0,6,50.1,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3363,8,19,38,913,15.851,1.475,13.8,6.6,4.6,0,6,61,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3364,8,19,39,113,15.856,1.46,13.9,6.7,4.1,0,6,56.3,8376,-34531.447,33246.498,48.744,3873.715,3.806,0.25,226.3895,91.5001,-178.4835,-1.5001,,1,1,3866,,,,,,
3365,8,19,39,313,15.86,1.399,13.8,7.6,4,0,6,56.1,8376,-34531.473,33246.479,48.733,3873.746,3.811,0.239,226.3049,91.5667,-178.5682,-1.5667,,1,1,3866,,,,,,
3366,8,19,39,513,15.865,1.43,13.9,6.5,4.6,0,6,63.2,8376,-34531.473,33246.479,48.733,3873.746,3.811,0.239,226.3049,91.5667,-178.5682,-1.5667,,1,1,3866,,,,,,
3367,8,19,39,713,15.869,1.384,13.9,7.2,3.9,0,6,55.2,8376,-34531.473,33246.479,48.733,3873.746,3.811,0.239,226.3049,91.5667,-178.5682,-1.5667,,1,1,3866,,,,,,
3368,8,19,39,913,15.874,1.399,13.7,6.8,4.5,0,6,62.9,8376,-34531.473,33246.479,48.733,3873.746,3.811,0.239,226.3049,91.5667,-178.5682,-1.5667,,1,1,3866,,,,,,
3369,8,19,40,113,15.879,1.369,13.9,6.4,4.3,0,6,62.6,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3370,8,19,40,313,15.883,1.384,13.8,7.2,4,0,6,56.8,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3371,8,19,40,513,15.889,1.445,13.8,6.5,4.5,0,6,61.6,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3372,8,19,40,714,15.894,1.491,13.9,6.3,4.2,0,6,56.3,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3373,8,19,40,913,15.898,1.399,13.7,7.1,4.2,0,6,58.9,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3374,8,19,41,113,15.903,1.43,13.9,6.5,4.5,0,6,61.7,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3375,8,19,41,313,15.907,1.354,13.8,6.6,4,0,6,58.1,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3376,8,19,41,513,15.911,1.338,13.7,7.1,4.5,0,6,65.3,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3377,8,19,41,714,15.916,1.384,13.9,6.9,4.3,0,6,61.6,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3378,8,19,41,913,15.921,1.323,13.8,7.1,3.8,0,6,56.7,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3379,8,19,42,113,15.926,1.415,13.7,6.6,4.7,0,6,64.6,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3380,8,19,42,314,15.931,1.475,13.9,6.8,4,0,6,53.6,8376,-34531.497,33246.459,48.726,3873.778,3.814,0.232,226.2775,91.6879,-178.5956,-1.6879,,1,1,3866,,,,,,
3381,8,19,42,514,15.935,1.415,13.8,7.1,4,0,6,55.6,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3382,8,19,42,713,15.94,1.384,13.8,6.1,4.7,0,6,67.2,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3383,8,19,42,913,15.945,1.415,13.9,6.6,4,0,6,56.6,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3384,8,19,43,113,15.949,1.445,13.7,7.3,4.1,0,6,55.8,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3385,8,19,43,313,15.954,1.415,13.9,6,4.6,0,6,64.4,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3386,8,19,43,513,15.959,1.369,13.8,7.2,3.9,0,6,55.9,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3387,8,19,43,713,15.962,1.308,13.8,6.7,4.6,0,6,67.9,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3388,8,19,43,913,15.967,1.232,13.9,6.6,4.3,0,6,70.2,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3389,8,19,44,113,15.971,1.247,13.8,7.2,3.8,0,6,59.4,8376,-34531.534,33246.411,48.74,3873.837,3.806,0.247,226.3581,91.5464,-178.515,-1.5464,,1,1,3866,,,,,,
3390,8,19,44,314,15.975,1.232,13.8,6.7,4.7,0,6,74.1,8376,-34531.56,33246.39,48.735,3873.871,3.809,0.241,226.3064,91.5976,-178.5666,-1.5976,,1,1,3866,,,,,,
3391,8,19,44,513,15.979,1.308,13.9,7,3.9,0,6,59.2,8376,-34531.56,33246.39,48.735,3873.871,3.809,0.241,226.3064,91.5976,-178.5666,-1.5976,,1,1,3866,,,,,,
3392,8,19,44,713,15.984,1.323,13.8,7.2,4,0,6,59,8376,-34531.56,33246.39,48.735,3873.871,3.809,0.241,226.3064,91.5976,-178.5666,-1.5976,,1,1,3866,,,,,,
3393,8,19,44,913,15.988,1.308,13.8,6,4.8,0,6,71.8,8376,-34531.56,33246.39,48.735,3873.871,3.809,0.241,226.3064,91.5976,-178.5666,-1.5976,,1,1,3866,,,,,,
3394,8,19,45,113,15.993,1.384,13.9,7.6,3.7,0,6,53.3,8376,-34531.59,33246.379,48.711,3873.9,3.823,0.217,226.14,91.7803,-178.7331,-1.7803,,1,1,3866,,,,,,
3395,8,20,13,973,15.994,0.198,13.9,3.3,0.9,0,7,88.3,8376,-34529.408,33248.645,48.831,3870.755,3.889,0.337,226.2625,91.4205,-178.6105,-1.4205,,1,1,3866,,,,,,
3396,8,20,14,193,16.011,1.947,14.1,3.7,2.3,0,7,23.7,8376,-34529.408,33248.645,48.831,3870.755,3.889,0.337,226.2625,91.4205,-178.6105,-1.4205,,1,1,3866,,,,,,
3397,8,20,14,393,16.028,3.924,14,4,2.6,0,7,13.5,8376,-34529.408,33248.645,48.831,3870.755,3.889,0.337,226.2625,91.4205,-178.6105,-1.4205,,1,1,3866,,,,,,
3398,8,20,14,593,16.044,5.643,14,4.3,2.3,0,7,8.3,8376,-34529.427,33248.624,48.83,3870.783,3.887,0.336,226.2975,91.3932,-178.5756,-1.3932,,1,1,3866,,,,,,
3399,8,20,14,793,16.061,5.05,14.1,4.7,2.5,0,7,9.9,8376,-34529.427,33248.624,48.83,3870.783,3.887,0.336,226.2975,91.3932,-178.5756,-1.3932,,1,1,3866,,,,,,
3400,8,20,20,53,16.069,0.395,14.1,2.4,1.8,0,7,94,8376,-34529.461,33248.59,48.823,3870.831,3.887,0.329,226.2619,91.6338,-178.6111,-1.6338,,1,1,3866,,,,,,
3401,8,20,20,253,16.082,1.825,14,4,3.1,0,7,33.5,8376,-34529.461,33248.59,48.823,3870.831,3.887,0.329,226.2619,91.6338,-178.6111,-1.6338,,1,1,3866,,,,,,
3402,8,20,20,454,16.094,3.179,13.9,4.1,2.8,0,7,17.3,8376,-34529.461,33248.59,48.823,3870.831,3.887,0.329,226.2619,91.6338,-178.6111,-1.6338,,1,1,3866,,,,,,
3403,8,20,25,953,16.097,0.548,14.1,2.7,2.3,0,7,85,8376,-34529.48,33248.57,48.801,3870.859,3.887,0.307,226.2245,91.9845,-178.6486,-1.9845,,1,1,3866,,,,,,
3404,8,20,26,154,16.112,2.145,14,4.2,3.1,0,7,28.7,8376,-34529.48,33248.57,48.833,3870.859,3.887,0.339,226.2899,91.3638,-178.5832,-1.3638,,1,1,3866,,,,,,
3405,8,20,26,353,16.131,4.365,13.9,4.4,4.4,0,7,20,8376,-34529.48,33248.57,48.833,3870.859,3.887,0.339,226.2899,91.3638,-178.5832,-1.3638,,1,1,3866,,,,,,
3406,8,20,30,753,16.139,0.335,14.2,2.7,3,0,7,184.9,8376,-34529.51,33248.54,48.81,3870.901,3.887,0.316,226.2365,91.8149,-178.6365,-1.8149,,1,1,3866,,,,,,
3407,8,20,30,953,16.159,2.768,14.2,4.5,4.1,0,7,30.8,8376,-34529.51,33248.54,48.81,3870.901,3.887,0.316,226.2365,91.8149,-178.6365,-1.8149,,1,1,3866,,,,,,
3408,8,20,31,153,16.17,4.274,14,4.7,3.5,0,7,16.5,8376,-34529.51,33248.54,48.81,3870.901,3.887,0.316,226.2365,91.8149,-178.6365,-1.8149,,1,1,3866,,,,,,
3409,8,20,33,153,16.177,1.019,13.8,4.1,2.4,0,7,45.4,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3410,8,20,33,353,16.187,2.175,13.7,4.6,2.9,0,7,26,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3411,8,20,33,553,16.196,2.951,13.6,5.1,3.6,0,7,23.6,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3412,8,20,33,753,16.21,3.377,13.6,7.1,4.1,0,7,22.8,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3413,8,20,33,953,16.218,3.179,13.7,6.2,4.6,0,7,27.8,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3414,8,20,34,153,16.224,2.464,13.9,7.1,3.7,0,7,30.2,8376,-34529.53,33248.514,48.797,3870.934,3.882,0.303,226.2765,91.9919,-178.5966,-1.9919,,1,1,3866,,,,,,
3415,8,20,34,353,16.229,1.84,13.7,7.2,4.4,0,7,46,8376,-34529.556,33248.492,48.805,3870.968,3.885,0.311,226.2089,91.874,-178.6642,-1.874,,1,1,3866,,,,,,
3416,8,20,35,433,16.232,0.243,13.5,6.8,4.2,0,7,321,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3417,8,20,35,633,16.238,0.973,13.9,6.9,4.1,0,7,82.5,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3418,8,20,35,833,16.242,1.415,13.8,6.8,4.4,0,7,60.5,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3419,8,20,36,33,16.246,1.338,13.9,7.4,3.8,0,7,56,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3420,8,20,36,233,16.25,1.217,13.7,7.4,4.1,0,7,65.9,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3421,8,20,36,433,16.254,1.171,13.9,6.6,4.3,0,7,72,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3422,8,20,36,633,16.259,1.323,13.8,7.6,3.9,0,7,58.5,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3423,8,20,36,833,16.264,1.399,13.8,7.2,4.2,0,7,59,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3424,8,20,37,33,16.267,1.202,13.9,7.3,3.8,0,7,63.5,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3425,8,20,37,233,16.271,1.171,13.7,7.7,4,0,7,65.1,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3426,8,20,37,433,16.276,1.232,13.9,6.8,4.2,0,7,67.4,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3427,8,20,37,633,16.279,1.232,13.8,7.7,3.8,0,7,61.1,8376,-34529.575,33248.469,48.796,3870.997,3.882,0.302,226.2226,92.4369,-178.6505,-2.4369,,1,1,3866,,,,,,
3428,8,20,37,833,16.284,1.354,13.8,7,4.4,0,7,63.2,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3429,8,20,38,33,16.288,1.247,13.9,7,4,0,7,63.8,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3430,8,20,38,233,16.293,1.293,13.7,7.3,4.2,0,7,63,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3431,8,20,38,433,16.297,1.323,13.9,7,4.2,0,7,62.8,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3432,8,20,38,633,16.301,1.278,13.8,6.9,4.1,0,7,62.6,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3433,8,20,38,833,16.305,1.262,13.8,7.5,4.2,0,7,64.1,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3434,8,20,39,33,16.31,1.338,13.9,7.7,3.7,0,7,55.2,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3435,8,20,39,233,16.313,1.141,13.7,7.5,4.2,0,7,70.8,8377,-34529.609,33248.437,48.813,3871.044,3.884,0.319,226.2321,91.0717,-178.641,-1.0717,,1,1,3866,,,,,,
3436,8,20,39,433,16.318,1.186,13.9,6.7,4.3,0,7,72,8377,-34529.625,33248.416,48.819,3871.071,3.88,0.325,226.3345,90.9231,-178.5386,-0.9231,,1,1,3866,,,,,,
